gender,event,age_from,age_to,zscore_range,n_athletes,mean_zscore,median_zscore,min_zscore,max_zscore,median_improvement,mean_improvement,std_improvement,pct_improving,pct_getting_slower,q25_improvement,q75_improvement
F,50 Free,17,18,Average (0 ≤ z < 0.5),47,0.2345402045887718,0.24575245646813793,0.009521908251200204,0.4638114240529946,-0.2100000000000008,-0.17382978723404252,0.4677221997446743,31.914893617021278,65.95744680851064,-0.47000000000000064,0.1000000000000014
F,50 Free,17,18,Bottom 15.9% (z < -1.0),40,-1.1461906199485636,-1.1534592522013944,-1.2806603166258974,-1.008086607144817,-0.05000000000000065,0.0017500000000001876,0.31897403891226017,47.5,52.5,-0.18749999999999997,0.2575000000000003
F,50 Free,17,18,Top 6.7% (1.5 ≤ z < 2.0),8,1.6744929836647788,1.5995352135574805,1.517763100713161,1.9902241971470234,0.06999999999999851,0.0012499999999997513,0.35512101810509705,62.5,37.5,-0.3200000000000012,0.17500000000000157
F,100 Free,15,16,Above Average (0.5 ≤ z < 1.0),61,0.7378614852594679,0.7036736134367795,0.506932086909989,0.9948510726964274,0.6000000000000014,0.5929508196721313,0.820787994556161,78.68852459016394,21.311475409836063,0.1499999999999985,1.0799999999999983
F,100 Free,15,16,Lower (-1.0 ≤ z < -0.5),56,-0.7276209920456208,-0.7049957164950398,-0.9883035146936177,-0.5082541899682493,1.25,1.3292857142857142,0.7577194569959285,100.0,0.0,0.6950000000000003,1.8125000000000018
F,100 Free,15,16,Top 6.7% (1.5 ≤ z < 2.0),21,1.7578334498555637,1.7739475177425192,1.5063790416660872,1.9942980274525255,0.009999999999998,0.06523809523809614,0.8351995430099267,52.38095238095239,42.857142857142854,-0.2399999999999948,0.8699999999999974
F,100 Free,15,16,Below Average (-0.5 ≤ z < 0),64,-0.26515544125358403,-0.27609918866663796,-0.4925148678461036,-0.02033520418181088,0.7749999999999986,0.8443749999999999,0.7377666361221541,85.9375,14.0625,0.27249999999999547,1.412500000000005
F,100 Free,15,16,Average (0 ≤ z < 0.5),62,0.2763002458137453,0.27084225507784265,0.011143440062474929,0.4990624258489189,0.3249999999999993,0.433225806451613,0.7530042500705757,69.35483870967742,30.64516129032258,-0.04750000000000293,0.9400000000000013
F,100 Free,15,16,Top 2.5% (z ≥ 2.0),22,2.6406833700596355,2.3444979446702128,2.0100373495746715,4.457501939567945,0.34499999999999886,0.28590909090909056,0.772832212125746,68.18181818181817,31.818181818181817,-0.0350000000000001,0.7825000000000006
F,100 Free,15,16,Top 15.9% (1.0 ≤ z < 1.5),24,1.2614358411402316,1.293898193017151,1.002720733757503,1.4906397195439414,0.5249999999999986,0.1879166666666663,0.9157009117185713,62.5,37.5,-0.3725000000000005,0.8924999999999983
